"State","Speed","Gender","Age"
"South Carolina",30,"Male",36
"Utah",35,"Male",40
"Rhode Island",79,"Male",23
"North Carolina",60,"Male",30
"Washington",0,"Male",48
"Wyoming",60,"Female",14
"Utah",40,"Male",38
"Colorado",85,"Male",20
"Florida",60,"Male",31
"Florida",60,"Female",7
"Arizona",0,"Male",31
"North Carolina",85,"Male",25
"South Carolina",70,"Male",23
"Wyoming",40,"Male",7
"Minnesota",55,"Female",9
"Mississippi",50,"Male",47
"Florida",55,"Male",21
"Virginia",25,"Male",68
"California",45,"Male",34
"California",30,"Male",45
"New York",5,"Female",15
"Pennsylvania",15,"Male",53
"Florida",0,"Male",61
"Alabama",50,"Male",28
"Virginia",48,"Male",22
"North Carolina",50,"Male",23
"California",33,"Male",35
"Florida",35,"Male",21
"Florida",55,"Female",68
"Tennessee",62,"Male",52
"Colorado",35,"Female",26
"Colorado",20,"Female",34
"Arizona",0,"Male",68
"Tennessee",0,"Female",57
"Virginia",45,"Female",66
"Pennsylvania",40,"Female",85
"Florida",90,"Female",22
"Colorado",0,"Male",39
"South Carolina",45,"Male",29
"Mississippi",35,"Male",11
"Florida",5,"Male",28
"New York",0,"Male",66
"Pennsylvania",55,"Male",13
"Louisiana",65,"Male",71
"Pennsylvania",40,"Male",66
"Wyoming",45,"Male",57
"Florida",10,"Female",24
"Massachusetts",70,"Male",21
"North Carolina",55,"Male",34
"Arkansas",0,"Male",8
"Florida",0,"Male",31
"California",0,"Male",58
"South Carolina",70,"Male",35
"California",80,"Female",34
"New York",0,"Male",61
"Louisiana",70,"Female",3
"Montana",65,"Male",45
"New York",0,"Male",76
"Nevada",40,"Female",60
"California",45,"Male",20
"South Carolina",25,"Female",52
"Florida",70,"Female",47
"Colorado",60,"Male",27
"Arizona",65,"Male",28
"Florida",20,"Female",1
"Ohio",60,"Female",9
"Florida",30,"Female",63
"Illinois",62,"Male",88
"Florida",45,"Male",61
"California",5,"Female",26
"Wisconsin",60,"Female",37
"Virginia",70,"Male",53
"Texas",0,"Female",49
"New York",0,"Female",82
"Oregon",0,"Male",51
"South Carolina",55,"Male",12
"Minnesota",88,"Female",19
"Arizona",40,"Male",27
"Louisiana",55,"Male",33
"Ohio",25,"Male",22
"Florida",45,"Male",47
"Florida",0,"Male",37
"Arizona",30,"Male",35
"Minnesota",60,"Male",20
"Louisiana",45,"Female",44
"Florida",100,"Male",30
"Wyoming",80,"Male",22
"Florida",0,"Female",87
"Florida",10,"Male",73
"Florida",10,"Male",85
"Florida",78,"Female",69
"Arizona",55,"Female",42
"Virginia",0,"Male",44
"Pennsylvania",45,"Male",21
"Florida",50,"Male",30
"Illinois",53,"Male",64
"California",53,"Male",44
"North Carolina",70,"Male",2
"New Jersey",0,"Male",75
"Missouri",45,"Male",37
"North Carolina",35,"Male",31
"Florida",15,"Male",71
"Colorado",65,"Male",62
"Alabama",40,"Male",3
"Tennessee",0,"Male",34
"California",70,"Female",10
"Florida",65,"Male",30
"Louisiana",50,"Female",24
"South Dakota",73,"Male",21
"Florida",90,"Male",18
"Pennsylvania",65,"Male",72
"South Dakota",55,"Male",3
"Virginia",65,"Female",41
"Colorado",55,"Female",74
"Florida",45,"Female",40
"Colorado",65,"Male",22
"California",55,"Female",48
"Alabama",55,"Male",45
"Texas",0,"Male",16
"Pennsylvania",55,"Male",53
"Oregon",0,"Male",65
"Pennsylvania",40,"Male",45
"Minnesota",20,"Female",21
"Ohio",65,"Male",23
"Pennsylvania",55,"Female",50
"South Dakota",68,"Male",52
"Wisconsin",4,"Male",32
"Florida",60,"Male",55
"North Carolina",10,"Female",51
"Ohio",0,"Male",74
"California",0,"Female",86
"Missouri",63,"Male",45
"Maryland",0,"Male",35
"Kentucky",0,"Male",44
"Illinois",0,"Male",72
"Minnesota",91,"Female",19
"Florida",45,"Male",15
"South Carolina",70,"Male",27
"North Carolina",55,"Male",41
"Washington",0,"Female",1
"Ohio",25,"Male",30
"New York",35,"Male",83
"California",43,"Female",26
"Florida",25,"Female",27
"Louisiana",51,"Female",17
"Massachusetts",0,"Female",58
"California",75,"Female",21
"California",0,"Male",48
"North Carolina",50,"Female",57
"North Carolina",55,"Female",39
"Idaho",65,"Male",28
"Florida",15,"Male",47
"Kansas",60,"Male",25
"Nevada",54,"Female",22
"California",25,"Female",55
"Florida",70,"Male",52
"California",68,"Female",26
"Pennsylvania",0,"Male",25
"California",45,"Male",45
"Louisiana",65,"Female",38
"New York",0,"Male",67
"Colorado",55,"Female",20
"Arizona",0,"Male",41
"Wisconsin",55,"Male",58
"Mississippi",50,"Male",52
"Texas",0,"Male",56
"North Carolina",32,"Female",55
"Florida",5,"Female",27
"North Carolina",65,"Male",46
"Florida",15,"Male",98
"Michigan",0,"Female",16
"Florida",75,"Female",18
"Florida",30,"Female",26
"Florida",55,"Female",18
"Florida",77,"Male",22
"Pennsylvania",50,"Male",1
"North Carolina",5,"Male",14
"Ohio",60,"Female",23
"North Carolina",70,"Male",13
"Florida",40,"Female",23
"North Carolina",45,"Male",22
"Wisconsin",40,"Male",68
"Arizona",0,"Male",27
"Massachusetts",65,"Female",49
"California",35,"Male",34
"Nevada",73,"Male",28
"Florida",70,"Male",18
"Florida",35,"Male",32
"Missouri",48,"Male",88
"Florida",60,"Female",22
"New Jersey",0,"Male",24
"Arizona",60,"Male",45
"Missouri",108,"Male",30
"Florida",20,"Male",1
"Montana",0,"Male",62
"North Dakota",45,"Female",19
"Alabama",0,"Male",87
"Louisiana",50,"Female",38
"North Carolina",80,"Female",48
"Florida",35,"Male",37
"New Jersey",0,"Male",56
"Louisiana",65,"Male",18
"Alabama",80,"Female",53
"California",38,"Female",41
"Colorado",60,"Male",20
"Alabama",55,"Male",59
"North Carolina",55,"Female",41
"Illinois",0,"Female",54
"Massachusetts",70,"Male",27
"Wisconsin",10,"Female",69
"California",60,"Male",24
"South Carolina",55,"Male",54
"Florida",15,"Male",37
"Georgia",0,"Female",2
"Colorado",86,"Male",24
"Florida",60,"Female",53
"Utah",35,"Male",41
"Alabama",65,"Male",9
"Arizona",27,"Male",14
"Florida",0,"Male",72
"Pennsylvania",50,"Male",18
"Alabama",60,"Male",85
"Florida",60,"Male",29
"Pennsylvania",75,"Female",77
"North Carolina",45,"Male",20
"Florida",35,"Male",23
"California",0,"Male",77
"Wyoming",100,"Male",27
"Nevada",55,"Female",12
"Louisiana",70,"Female",35
"Florida",0,"Male",23
"Colorado",65,"Male",27
"Texas",0,"Male",39
"New Jersey",0,"Male",43
"New Hampshire",50,"Male",19
"Texas",0,"Female",58
"Florida",65,"Male",56
"Texas",0,"Male",65
"Illinois",0,"Male",16
"Arizona",0,"Male",87
"North Carolina",55,"Male",22
"Florida",15,"Female",3
"Florida",5,"Female",51
"Illinois",0,"Male",49
"South Carolina",60,"Male",41
"North Carolina",0,"Male",14
"Wisconsin",25,"Female",66
"Florida",15,"Male",25
"Missouri",0,"Female",23
"South Carolina",40,"Female",19
"Wisconsin",55,"Male",36
"California",68,"Male",67
"South Carolina",100,"Male",21
"Mississippi",50,"Male",20
"California",0,"Female",54
"California",63,"Male",29
"California",60,"Male",29
"Alabama",55,"Male",19
"Missouri",55,"Male",80
"Colorado",65,"Male",37
"Mississippi",25,"Male",35
"Pennsylvania",0,"Male",56
"Ohio",55,"Female",18
"Illinois",0,"Male",25
"South Carolina",60,"Male",34
"Texas",0,"Male",23
"California",53,"Male",51
"Oklahoma",73,"Female",38
"California",50,"Male",42
"Louisiana",70,"Male",9
"South Carolina",55,"Male",67
"Virginia",5,"Male",65
"California",60,"Male",48
"California",0,"Male",62
"California",48,"Male",23
"Tennessee",0,"Female",9
"North Carolina",75,"Male",17
"Arizona",52,"Male",30
"Minnesota",55,"Male",18
"South Carolina",55,"Female",75
"Pennsylvania",0,"Male",72
"Florida",85,"Male",18
"Florida",0,"Male",56
"Pennsylvania",50,"Female",85
"Kansas",70,"Male",6
"Florida",40,"Female",22
"Virginia",35,"Female",69
"California",68,"Male",18
"Louisiana",15,"Male",49
"Nevada",0,"Male",75
"Texas",0,"Male",53
"South Carolina",55,"Male",37
"North Carolina",32,"Male",38
"California",85,"Male",18
"New Hampshire",0,"Male",44
"Michigan",0,"Female",71
"Colorado",55,"Male",76
"California",15,"Male",41
"California",70,"Female",15
"Kentucky",65,"Male",20
"California",55,"Male",56
"North Carolina",120,"Male",21
"North Carolina",0,"Male",59
"Wisconsin",0,"Male",51
"New York",0,"Male",47
"Florida",40,"Female",25
"North Carolina",55,"Female",46
"Virginia",60,"Female",33
"Pennsylvania",30,"Female",29
"South Dakota",72,"Male",14
"Florida",40,"Male",71
"Wisconsin",50,"Female",59
"Arizona",10,"Male",87
"Pennsylvania",55,"Male",64
"California",0,"Male",62
"Louisiana",45,"Female",54
"Ohio",49,"Male",63
"Arizona",50,"Male",47
"Pennsylvania",0,"Male",93
"California",100,"Male",29
"Louisiana",62,"Female",3
"California",70,"Female",48
"Tennessee",0,"Male",51
"California",58,"Female",33
"California",0,"Female",35
"California",10,"Male",20
"Mississippi",65,"Female",22
"California",10,"Female",15
"Ohio",50,"Male",16
"South Carolina",55,"Male",54
"Utah",75,"Male",47
"California",68,"Male",20
"Alabama",45,"Male",67
"California",38,"Female",74
"Florida",10,"Male",37
"Kentucky",33,"Male",50
"North Carolina",35,"Male",18
"North Carolina",10,"Female",26
"North Carolina",100,"Male",66
"New York",80,"Male",19
"North Carolina",45,"Male",54
"California",65,"Male",73
"Wisconsin",55,"Female",18
"North Carolina",60,"Male",26
"Tennessee",0,"Male",35
"Florida",40,"Female",27
"Massachusetts",0,"Male",50
"Colorado",71,"Female",71
"Texas",0,"Male",55
"Alabama",45,"Male",18
"Florida",70,"Male",35
"Pennsylvania",25,"Female",41
"California",65,"Male",26
"Pennsylvania",60,"Male",10
"Alabama",70,"Female",30
"California",42,"Male",29
"California",0,"Male",57
"Louisiana",45,"Female",22
"South Carolina",55,"Male",17
"Rhode Island",93,"Male",19
"Louisiana",55,"Female",26
"Pennsylvania",85,"Male",19
"Ohio",0,"Male",39
"California",0,"Female",38
"Virginia",70,"Female",16
"Michigan",0,"Male",29
"Nevada",109,"Female",41
"California",47,"Male",32
"Florida",45,"Male",22
"Missouri",105,"Female",18
"Colorado",45,"Male",37
"Arizona",75,"Male",33
"Alabama",25,"Male",3
"Mississippi",60,"Male",27
"Florida",40,"Male",26
"California",40,"Male",55
"Ohio",62,"Male",41
"California",30,"Female",8
"California",96,"Male",16
"Florida",15,"Male",74
"Virginia",60,"Male",44
"South Carolina",65,"Male",62
"Colorado",50,"Female",49
"California",75,"Male",34
"South Carolina",70,"Female",50
"California",15,"Male",39
"California",70,"Male",56
"Utah",35,"Male",39
"California",35,"Female",1
"Florida",45,"Male",61
"Utah",110,"Male",23
"California",40,"Female",11
"Florida",45,"Female",23
"South Carolina",100,"Female",38
"Missouri",18,"Male",21
"South Carolina",10,"Male",39
"North Carolina",55,"Male",28
"South Carolina",75,"Male",12
"Colorado",80,"Male",22
"California",83,"Male",33
"South Carolina",65,"Male",32
"North Carolina",55,"Female",21
"Mississippi",55,"Male",22
"South Dakota",53,"Male",33
"Maryland",0,"Female",67
"Florida",0,"Male",52
"Wisconsin",65,"Male",22
"South Dakota",60,"Male",33
"California",55,"Male",38
"Florida",65,"Male",37
"Louisiana",50,"Female",62
"Kansas",0,"Female",61
"Ohio",25,"Male",54
"Nevada",75,"Male",43
"Arizona",15,"Male",86
"North Carolina",55,"Male",35
"Florida",45,"Male",67
"Colorado",65,"Male",12
"Wisconsin",8,"Female",32
"North Carolina",50,"Male",32
"Alabama",0,"Female",53
"Florida",45,"Male",37
"Virginia",45,"Female",34
"Ohio",80,"Male",25
"California",45,"Female",42
"Ohio",35,"Female",45
"Ohio",25,"Female",26
"Florida",55,"Female",43
"California",0,"Female",75
"California",65,"Female",19
"Maryland",0,"Male",44
"Alabama",55,"Male",73
"Pennsylvania",50,"Female",51
"Arizona",16,"Male",27
"North Carolina",65,"Male",20
"Colorado",67,"Male",40
"Pennsylvania",2,"Female",36
"California",57,"Male",64
"Ohio",25,"Female",17
"Florida",70,"Female",50
"Florida",30,"Male",8
"South Carolina",70,"Male",25
"Arizona",65,"Male",3
"California",55,"Male",13
"New York",0,"Male",40
"Louisiana",35,"Male",68
"South Carolina",45,"Female",57
"Florida",75,"Male",28
"Texas",0,"Female",53
"Pennsylvania",45,"Male",18
"North Carolina",35,"Female",76
"Ohio",50,"Female",33
"Pennsylvania",25,"Male",30
"Louisiana",20,"Male",37
"Florida",0,"Male",45
"California",65,"Female",82
"Nevada",75,"Male",34
"Alabama",40,"Male",79
"Colorado",54,"Female",16
"California",0,"Male",28
"California",0,"Male",35
"Arizona",10,"Male",6
"Arizona",9,"Male",19
"Florida",0,"Male",96
"California",38,"Female",3
"North Carolina",5,"Male",41
"South Carolina",55,"Male",50
"Florida",0,"Male",38
"Arizona",0,"Male",89
"Florida",0,"Male",30
"Wyoming",30,"Female",42
"Louisiana",55,"Male",20
"Louisiana",65,"Female",74
"New Jersey",59,"Male",33
"New York",40,"Female",51
"South Dakota",82,"Male",15
"South Carolina",70,"Male",21
"Florida",15,"Male",42
"Texas",0,"Male",66
"Florida",50,"Male",20
"Alabama",15,"Male",84
"Louisiana",62,"Female",15
"Wisconsin",55,"Male",16
"New Jersey",0,"Female",89
"Minnesota",65,"Male",29
"California",15,"Male",19
"Florida",55,"Male",29
"Kansas",0,"Male",42
"Minnesota",60,"Female",37
"California",0,"Male",13
"Louisiana",55,"Female",32
"Illinois",25,"Female",18
"Arkansas",74,"Male",30
"Nevada",66,"Male",18
"Ohio",35,"Female",29
"California",30,"Male",14
"North Carolina",55,"Female",30
"Maryland",0,"Male",26
"Georgia",0,"Female",76
"Alabama",55,"Female",8
"Nevada",39,"Male",92
"Florida",55,"Female",52
"Mississippi",60,"Male",29
"California",0,"Male",48
"Arizona",50,"Male",56
"Pennsylvania",0,"Male",1
"Florida",55,"Male",24
"Arizona",75,"Male",19
"Texas",0,"Male",23
"California",58,"Female",24
"Mississippi",60,"Male",37
"Louisiana",55,"Male",23
"Louisiana",0,"Male",57
"Florida",112,"Female",1
"Florida",45,"Male",16
"Louisiana",55,"Female",57
"South Dakota",49,"Male",16
"New York",0,"Female",26
"Mississippi",55,"Female",16
"Texas",0,"Male",56
"North Carolina",55,"Male",71
"Alabama",0,"Female",46
"North Carolina",48,"Male",24
"Pennsylvania",50,"Male",51
"Alabama",26,"Male",59
"South Carolina",70,"Male",61
"Ohio",50,"Male",32
"Wisconsin",0,"Female",26
"Wyoming",80,"Male",7
"Arizona",0,"Male",58
"Minnesota",60,"Male",52
"Texas",0,"Male",59
"Louisiana",55,"Male",7
"South Carolina",30,"Male",27
"Louisiana",45,"Male",22
"South Carolina",70,"Male",52
"Ohio",40,"Female",3
"Virginia",45,"Female",77
"Kentucky",33,"Male",40
"North Carolina",45,"Female",74
"Florida",35,"Male",17
"New York",86,"Female",20
"California",60,"Male",68
"Mississippi",63,"Male",24
"Arkansas",48,"Male",92
"Mississippi",0,"Male",62
"Kentucky",80,"Male",19
"Alabama",80,"Female",26
"Utah",55,"Female",48
"Louisiana",55,"Female",67
"Georgia",0,"Male",29
"Ohio",0,"Male",44
"California",58,"Female",59
"California",80,"Male",26
"Florida",10,"Female",51
"West Virginia",70,"Female",4
"Arizona",0,"Male",42
"New York",0,"Male",51
"Florida",45,"Female",14
"Ohio",15,"Male",36
"Florida",50,"Male",20
"Florida",65,"Female",84
"Florida",20,"Female",88
"Louisiana",55,"Male",18
"Georgia",0,"Male",58
"Pennsylvania",0,"Male",29
"Arizona",40,"Male",65
"Ohio",50,"Male",19
"North Carolina",0,"Female",89
"Louisiana",35,"Male",78
"Georgia",0,"Male",59
"California",38,"Male",33
"Wisconsin",65,"Male",23
"Florida",55,"Male",70
"Indiana",0,"Male",20
"South Carolina",55,"Female",4
"North Carolina",40,"Male",18
"North Carolina",80,"Male",22
"Florida",55,"Female",51
"Florida",43,"Female",12
"Mississippi",65,"Male",41
"North Carolina",55,"Male",50
"Georgia",0,"Female",55
"Florida",80,"Male",21
"Montana",0,"Male",24
"Michigan",0,"Male",25
"California",49,"Male",60
"South Carolina",60,"Male",47
"Florida",15,"Male",86
"Minnesota",65,"Female",34
"Wisconsin",70,"Male",36
"New Jersey",14,"Male",81
"Idaho",80,"Female",38
"Utah",65,"Male",56
"California",43,"Female",57
"Utah",60,"Female",45
"North Carolina",60,"Male",51
"Virginia",40,"Male",50
"Washington",0,"Male",46
"Missouri",68,"Female",38
"Maryland",0,"Male",27
"Virginia",55,"Male",36
"South Carolina",55,"Male",25
"Oregon",0,"Male",27
"Pennsylvania",10,"Female",78
"Nevada",42,"Male",59
"Ohio",0,"Male",47
"California",45,"Female",33
"South Carolina",10,"Female",15
"Wisconsin",5,"Male",78
"Virginia",65,"Male",57
"Virginia",70,"Male",22
"Ohio",0,"Male",70
"Ohio",56,"Female",14
"North Carolina",20,"Female",83
"Wisconsin",45,"Male",69
"Florida",75,"Male",29
"California",65,"Male",27
"North Carolina",65,"Female",26
"Ohio",60,"Male",42
"Pennsylvania",40,"Male",17
"South Carolina",15,"Male",48
"Ohio",62,"Male",4
"South Carolina",35,"Female",23
"Louisiana",35,"Male",48
"Pennsylvania",45,"Male",71
"California",0,"Male",31
"North Carolina",65,"Male",50
"Ohio",40,"Male",41
"Mississippi",55,"Male",32
"Florida",40,"Female",71
"Wisconsin",20,"Male",27
"Virginia",50,"Male",69
"Nebraska",0,"Male",54
"Florida",55,"Male",23
"California",100,"Male",6
"North Carolina",45,"Female",60
"Florida",45,"Male",19
"Arizona",0,"Female",20
"North Carolina",3,"Female",78
"South Carolina",55,"Male",62
"Florida",0,"Female",52
"Wisconsin",55,"Male",56
"North Carolina",100,"Male",23
"Alabama",55,"Female",22
"Florida",0,"Male",60
"Idaho",61,"Female",24
"Virginia",95,"Female",15
"Alabama",75,"Male",33
"South Carolina",40,"Male",29
"California",53,"Female",55
"Alabama",55,"Female",68
"Florida",35,"Male",69
"Alabama",0,"Male",54
"California",30,"Male",27
"South Dakota",86,"Male",24
"North Carolina",45,"Male",75
"Arkansas",0,"Male",19
"South Carolina",45,"Male",23
"Florida",45,"Male",66
"North Carolina",55,"Female",69
"California",60,"Male",34
"Nevada",53,"Male",60
"Virginia",65,"Male",36
"California",0,"Female",61
"Wisconsin",45,"Female",86
"Florida",60,"Male",20
"Wisconsin",55,"Female",76
"Virginia",55,"Female",27
"Pennsylvania",80,"Female",25
"Florida",10,"Male",86
"Kentucky",0,"Female",22
"North Carolina",65,"Female",39
"California",69,"Male",21
"California",0,"Male",41
"California",45,"Male",67
"Louisiana",35,"Male",25
"Tennessee",0,"Male",62
"Florida",59,"Male",41
"Utah",70,"Male",18
"Florida",0,"Male",45
"North Carolina",45,"Female",45
"Missouri",0,"Male",5
"Virginia",45,"Male",48
"South Carolina",10,"Female",72
"New York",7,"Male",34
"Illinois",42,"Male",32
"South Carolina",75,"Male",28
"Florida",10,"Male",51
"Mississippi",65,"Male",19
"New York",0,"Male",29
"Nevada",0,"Male",27
"South Carolina",9,"Male",51
"Florida",45,"Male",43
"Kansas",40,"Female",25
"Illinois",0,"Male",66
"North Carolina",35,"Male",22
"North Carolina",70,"Male",29
"Alabama",60,"Male",48
"Florida",25,"Female",33
"North Carolina",45,"Male",20
"Wisconsin",45,"Male",26
"North Carolina",35,"Female",73
"Alabama",55,"Male",49
"Arizona",75,"Male",75
"California",0,"Male",75
"Florida",0,"Male",85
"North Carolina",55,"Female",59
"Florida",30,"Female",44
"California",0,"Male",58
"Pennsylvania",30,"Female",21
"Illinois",57,"Male",39
"South Carolina",60,"Male",53
"Alabama",50,"Female",27
"Indiana",0,"Male",4
"South Carolina",50,"Female",40
"Missouri",50,"Male",4
"Delaware",0,"Female",22
"Texas",0,"Female",34
"Wisconsin",0,"Male",40
"Pennsylvania",45,"Male",24
"Kentucky",58,"Male",29
"New York",35,"Male",78
"California",75,"Male",48
"Wisconsin",55,"Female",18
"Florida",5,"Male",25
"Arizona",100,"Male",34
"Florida",45,"Female",32
"California",45,"Female",54
"North Dakota",77,"Female",72
"Florida",60,"Male",31
"Virginia",49,"Male",3
"Alabama",40,"Male",40
"South Carolina",50,"Male",11
"Florida",45,"Female",52
"Florida",45,"Male",46
"Tennessee",0,"Female",53
"California",35,"Female",18
"Alabama",85,"Male",24
"Florida",60,"Male",70
"California",80,"Male",7
"North Carolina",35,"Female",78
"North Carolina",115,"Female",19
"North Carolina",55,"Male",25
"California",60,"Male",23
"Missouri",50,"Male",58
"Virginia",67,"Male",54
"South Carolina",0,"Male",29
"North Carolina",20,"Male",24
"Colorado",80,"Male",19
"New York",0,"Male",42
"California",68,"Male",50
"Virginia",60,"Female",44
"Alabama",65,"Female",18
"North Carolina",45,"Male",35
"Louisiana",45,"Male",44
"New York",10,"Female",77
"Louisiana",70,"Female",44
"North Carolina",0,"Male",22
"Pennsylvania",67,"Male",63
"Florida",0,"Female",43
"South Carolina",58,"Male",21
"Florida",70,"Male",6
"Florida",0,"Male",42
"California",55,"Male",22
"South Dakota",49,"Female",22
"Louisiana",55,"Male",5
"Virginia",30,"Female",67
"Florida",75,"Male",20
"Minnesota",65,"Male",27
"New York",5,"Male",29
"California",65,"Female",41
"Ohio",50,"Female",57
"Wisconsin",0,"Female",36
"Pennsylvania",55,"Male",79
"Kentucky",0,"Male",27
"Florida",60,"Male",33
"Florida",80,"Male",43
"California",28,"Female",55
"Florida",70,"Male",69
"Utah",0,"Male",55
"Minnesota",65,"Male",1
"South Carolina",70,"Male",69
"Michigan",0,"Female",1
"Kentucky",5,"Female",65
"South Carolina",5,"Male",24
"Nevada",46,"Male",55
"Utah",65,"Male",53
"Florida",60,"Male",34
"North Dakota",85,"Male",27
"Florida",65,"Male",44
"North Carolina",55,"Male",23
"Florida",0,"Female",61
"Virginia",20,"Male",51
"Pennsylvania",45,"Male",31
"California",50,"Male",20
"Wyoming",50,"Female",23
"California",67,"Female",67
"Florida",40,"Male",19
"Alabama",55,"Female",59
"Utah",15,"Male",92
"Alabama",45,"Female",46
"South Carolina",45,"Male",24
"California",58,"Male",82
"California",35,"Male",33
"North Carolina",45,"Male",28
"Kentucky",63,"Male",39
"New York",0,"Female",61
"North Carolina",25,"Female",79
"Wisconsin",70,"Male",54
"Florida",55,"Male",20
"North Carolina",60,"Male",22
"Missouri",62,"Female",43
"North Carolina",5,"Male",79
"Wisconsin",70,"Female",35
"Florida",55,"Male",26
"South Carolina",25,"Male",26
"New Jersey",0,"Male",53
"Florida",20,"Male",32
"Virginia",95,"Male",33
"Louisiana",30,"Female",44
"Alabama",75,"Female",19
"Alabama",53,"Male",24
"Arizona",45,"Female",70
"California",11,"Male",65
"Arizona",5,"Female",69
"California",5,"Male",40
"Utah",40,"Male",23
"Pennsylvania",45,"Male",46
"New Jersey",0,"Female",75
"Illinois",0,"Male",47
"Utah",67,"Male",66
"Utah",30,"Female",65
"Florida",35,"Male",22
"Texas",0,"Male",59
"New York",0,"Male",51
"Maine",0,"Male",35
"Wisconsin",45,"Male",27
"Virginia",0,"Female",49
"Wyoming",50,"Male",21
"California",33,"Female",53
"North Carolina",35,"Female",64
"New York",0,"Male",89
"Florida",25,"Male",81
"New York",0,"Male",61
"Oklahoma",0,"Female",95
"Pennsylvania",70,"Male",22
"Mississippi",0,"Male",58
"Louisiana",0,"Male",54
"South Carolina",95,"Female",34
"Alabama",55,"Male",56
"California",45,"Female",14
"Colorado",50,"Male",55
"Arizona",70,"Male",15
"Mississippi",65,"Male",20
"Florida",45,"Male",40
"New York",0,"Female",59
"Florida",15,"Male",62
"Utah",50,"Male",17
"Missouri",0,"Male",56
"Florida",25,"Male",23
"North Carolina",55,"Female",72
"Arizona",1,"Male",45
"Wisconsin",0,"Male",34
"Louisiana",65,"Female",50
"Texas",0,"Female",19
"Ohio",55,"Male",55
"New Mexico",0,"Male",29
"Kentucky",68,"Male",20
"Florida",0,"Male",28
"Louisiana",80,"Male",35
"South Carolina",15,"Male",56
"North Carolina",25,"Male",83
"California",20,"Female",55
"California",35,"Female",21
"California",0,"Male",45
"California",0,"Male",21
"Florida",0,"Male",40
"Pennsylvania",0,"Female",50
"Florida",14,"Male",48
"North Carolina",45,"Male",25
"Ohio",70,"Female",15
"Florida",100,"Male",20
"South Carolina",10,"Male",38
"Alabama",65,"Male",17
"Florida",83,"Male",25
"South Carolina",0,"Male",33
"California",0,"Female",72
"Pennsylvania",80,"Male",34
"Ohio",10,"Male",52
"Nevada",60,"Male",73
"Florida",40,"Female",49
"Ohio",65,"Female",35
"California",50,"Female",27
"Alabama",80,"Female",20
"Michigan",0,"Male",23
"Florida",60,"Male",64
"North Carolina",0,"Male",14
"Virginia",50,"Female",23
"Arizona",60,"Female",33
"Florida",55,"Male",34
"Missouri",52,"Male",53
"Florida",0,"Male",44
"California",40,"Male",22
"Arizona",40,"Female",13
"Florida",10,"Female",75
"California",70,"Male",51
"Florida",70,"Male",29
"Florida",0,"Male",42
"Minnesota",45,"Male",28
"North Carolina",0,"Male",34
"Missouri",6,"Male",75
"Minnesota",55,"Female",49
"Alabama",75,"Male",17
"Florida",45,"Female",14
"Illinois",36,"Male",18
"Florida",70,"Male",41
"California",55,"Male",71
"Alabama",55,"Male",80
"North Carolina",70,"Female",23
"Florida",75,"Female",21
"Missouri",82,"Male",22
"California",5,"Female",60
"South Carolina",0,"Male",17
"North Carolina",97,"Female",18
"Louisiana",52,"Male",43
"South Carolina",70,"Female",10
"Arizona",20,"Male",20
"Oregon",69,"Female",19
"North Carolina",50,"Male",18
"Alabama",75,"Male",42
"California",0,"Male",63
"Alabama",15,"Male",83
"Ohio",45,"Male",22
"Mississippi",0,"Male",48
"North Carolina",15,"Female",22
"North Carolina",45,"Male",26
"Arizona",45,"Female",13
"Kentucky",62,"Male",63
"Florida",40,"Male",24
"South Dakota",20,"Male",67
"Colorado",55,"Male",65
"California",53,"Female",59
"Arizona",0,"Male",68
"California",0,"Male",30
"Pennsylvania",40,"Male",17
"Texas",0,"Male",53
"Virginia",60,"Male",74
"North Carolina",60,"Female",9
"Louisiana",60,"Male",72
"Florida",70,"Male",10
"Virginia",30,"Male",46
"Ohio",45,"Male",17
"North Carolina",44,"Male",52
"Georgia",0,"Female",87
"Minnesota",55,"Male",60
"Mississippi",50,"Female",18
"Illinois",0,"Male",53
"Alabama",75,"Male",40
"California",38,"Male",28
"Tennessee",0,"Male",28
"Oregon",0,"Male",61
"North Carolina",45,"Male",37
"North Carolina",0,"Male",57
"California",65,"Female",43
"Louisiana",45,"Male",23
"Missouri",58,"Male",43
"Illinois",58,"Male",45
"North Carolina",50,"Male",34
"North Carolina",70,"Male",26
"Colorado",70,"Male",22
"New York",5,"Male",61
"South Carolina",45,"Male",70
"New York",0,"Female",27
"North Carolina",55,"Male",17
"New York",5,"Female",34
"Minnesota",55,"Female",40
"North Dakota",91,"Female",15
"Virginia",40,"Female",17
"Alabama",60,"Male",16
"Iowa",0,"Female",67
"North Carolina",70,"Male",33
"North Carolina",55,"Male",18
"South Carolina",0,"Male",47
"New York",0,"Female",91
"California",63,"Male",31
"California",65,"Female",52
"Michigan",0,"Female",37
"Nevada",58,"Male",35
"Utah",0,"Male",93
"South Carolina",65,"Female",18
"Kentucky",48,"Female",31
"North Carolina",45,"Male",55
"Colorado",0,"Male",32
"Florida",55,"Female",52
"South Carolina",0,"Male",64
"Illinois",0,"Male",24
"Pennsylvania",52,"Male",10
"North Carolina",55,"Male",20
"Florida",55,"Female",44
"Florida",5,"Male",25
"Florida",35,"Male",38
"California",35,"Female",15
"Florida",0,"Male",69
"Virginia",55,"Female",23
"California",58,"Female",49
"Mississippi",35,"Male",8
"Florida",65,"Male",54
